txn_id,txn_date,account_code,account_name,vendor_name,approved_by,amount,txn_type,true_anomaly_flag
104709,2024-11-21,6800,Consulting Services,Union Print & Design Studio,EMP0152,2966.44,invoice,none
104013,2024-11-12,6600,Electricity & Utilities,Orion Equipment Rentals,EMP0125,9254.58,invoice,none
110510,2025-03-03,6700,Repairs & Maintenance,Crescent Office Supplies,EMP0148,41132.04,invoice,none
110491,2024-04-24,6500,Marketing & Advertising,Shree Balaji Logistics Pvt Ltd,EMP0137,17280.86,invoice,none
109426,2025-01-29,6800,Consulting Services,Ironclad Security Systems,EMP0128,66506.0,invoice,none
101612,2024-11-13,6100,Travel & Conveyance,Keystone Repairs & Services,EMP0103,22464.6,invoice,none
103249,2024-08-27,7100,Equipment Purchases (Capex),Westfield Catering Services,EMP0132,1765.95,invoice,none
108874,2024-08-23,6300,Professional & Legal Fees,Bharat Freight Carriers,EMP0119,63795.19,invoice,none
105982,2024-07-03,6200,Office Supplies & Stationery,Lumen Software Systems India,EMP0147,6139.67,invoice,none
102125,2024-12-09,6500,Marketing & Advertising,Titan Hardware Suppliers,EMP0102,1863.84,invoice,none
110703,2025-01-08,7100,Equipment Purchases (Capex),Ironclad Security Systems,EMP0136,25822.4,invoice,none
111289,2024-12-18,6400,IT & Software Licenses,Om Facilities Management,EMP0138,119143.49,invoice,none
110299,2025-02-21,7200,Rent & Facilities,Vertex Engineering Co Pvt Ltd,EMP0137,75842.98,invoice,none
104849,2025-01-30,7200,Rent & Facilities,Horizon Marketing Solutions,EMP0157,861.12,invoice,none
105814,2024-04-11,7200,Rent & Facilities,Titan Hardware Suppliers,EMP0143,9672.89,invoice,none
107714,2024-11-07,7200,Rent & Facilities,Titan Hardware Suppliers,EMP0102,41429.29,invoice,none
106573,2025-03-10,6200,Office Supplies & Stationery,Keystone Repairs & Services,EMP0113,54486.26,invoice,none
110568,2024-08-13,6800,Consulting Services,Crescent Office Supplies,EMP0108,68330.83,invoice,none
109268,2025-02-24,6200,Office Supplies & Stationery,Lumen Software Systems India,EMP0127,18165.26,invoice,none
108499,2025-03-05,7200,Rent & Facilities,Union Print & Design Studio,EMP0128,5665.76,invoice,none
108232,2024-04-17,6700,Repairs & Maintenance,Silverline Facility Services,EMP0153,44246.61,invoice,none
112130,2025-02-18,6500,Marketing & Advertising,Nexgen Consulting LLP,EMP0122,4752.75,invoice,none
101248,2024-12-23,7200,Rent & Facilities,Vertex Engineering Co Pvt Ltd,EMP0125,31004.16,invoice,none
100978,2024-07-12,6700,Repairs & Maintenance,Northstar Power & Utilities,EMP0117,24476.7,invoice,none
102313,2024-06-17,6700,Repairs & Maintenance,Radiance Advertising Group,EMP0136,4211.05,invoice,none
114622,2025-02-07,6600,Electricity & Utilities,Falcon Stationery Mart,EMP0144,51726.02,invoice,weekend_posting
114200,2024-12-18,6100,Travel & Conveyance,Westfield Catering Services,EMP0115,1500000.0,invoice,round_number
114171,2025-03-21,6100,Travel & Conveyance,Shree Balaji Logistics Pvt Ltd,EMP0123,200000.0,invoice,round_number
111036,2024-05-11,6700,Repairs & Maintenance,Union Print & Design Studio,EMP0142,13666.68,invoice,none
111352,2025-03-03,6200,Office Supplies & Stationery,Shree Balaji Logistics Pvt Ltd,EMP0103,109570.43,invoice,none
110224,2024-12-09,7100,Equipment Purchases (Capex),Zenith Professional Consultants,EMP0130,14930.43,invoice,none
101770,2024-05-10,6600,Electricity & Utilities,Lumen Software Systems India,EMP0119,24112.83,invoice,none
105195,2024-04-25,6600,Electricity & Utilities,Evergreen IT Solutions Pvt Ltd,EMP0140,10568.08,invoice,none
113668,2024-08-13,6800,Consulting Services,Vertex Engineering Co Pvt Ltd,EMP0117,30319.19,invoice,none
109039,2024-04-23,6200,Office Supplies & Stationery,Radiance Advertising Group,EMP0157,8977.18,invoice,none
114166,2025-02-18,6700,Repairs & Maintenance,Zenith Professional Consultants,EMP0115,500000.0,invoice,round_number
110253,2024-08-02,6400,IT & Software Licenses,Shree Balaji Logistics Pvt Ltd,EMP0127,23971.55,invoice,none
109051,2024-09-17,6100,Travel & Conveyance,Om Facilities Management,EMP0121,49388.78,invoice,none
108704,2024-12-30,6500,Marketing & Advertising,Pinecrest Travel & Tours,EMP0130,30417.49,invoice,none
105175,2024-07-05,6500,Marketing & Advertising,Yellowstone Cleaning Services,EMP0128,9342.83,invoice,none
103572,2024-08-19,6100,Travel & Conveyance,Keystone Repairs & Services,EMP0122,24487.65,invoice,none
108188,2024-12-05,7200,Rent & Facilities,Northstar Power & Utilities,EMP0111,9063.73,invoice,none
101721,2024-10-29,6500,Marketing & Advertising,Horizon Marketing Solutions,EMP0155,10011.89,invoice,none
107956,2024-08-06,7100,Equipment Purchases (Capex),Silverline Facility Services,EMP0107,12737.6,invoice,none
104520,2024-04-30,6400,IT & Software Licenses,Crescent Office Supplies,EMP0132,3404.25,invoice,none
106436,2024-06-25,6600,Electricity & Utilities,Titan Hardware Suppliers,EMP0108,8176.23,invoice,none
104752,2025-03-07,6700,Repairs & Maintenance,Keystone Repairs & Services,EMP0139,10599.6,invoice,none
109670,2024-07-11,6600,Electricity & Utilities,Westfield Catering Services,EMP0124,28164.7,invoice,none
115049,2024-11-13,7200,Rent & Facilities,Vertex Engineering Co Pvt Ltd,EMP0140,84577.3,invoice,benford_break
112737,2024-09-18,6600,Electricity & Utilities,Crescent Office Supplies,EMP0136,14744.0,invoice,none
109296,2024-08-15,6200,Office Supplies & Stationery,Om Facilities Management,EMP0130,37557.04,invoice,none
101714,2024-09-05,6300,Professional & Legal Fees,Lumen Software Systems India,EMP0129,5466.31,invoice,none
102617,2024-08-01,6500,Marketing & Advertising,Lumen Software Systems India,EMP0156,178720.73,invoice,none
108049,2025-03-28,6100,Travel & Conveyance,Northstar Power & Utilities,EMP0123,131732.34,invoice,none
101749,2024-08-06,6500,Marketing & Advertising,Westfield Catering Services,EMP0130,5863.19,invoice,none
105684,2025-03-05,6800,Consulting Services,Horizon Marketing Solutions,EMP0124,77158.42,invoice,none
104098,2024-10-16,7100,Equipment Purchases (Capex),Titan Hardware Suppliers,EMP0119,3614.9,invoice,none
112673,2024-10-30,6200,Office Supplies & Stationery,Orion Equipment Rentals,EMP0156,12864.91,invoice,none
110529,2025-01-09,6600,Electricity & Utilities,Evergreen IT Solutions Pvt Ltd,EMP0102,12880.2,invoice,none
114275,2024-12-16,6700,Repairs & Maintenance,Northstar Power & Utilities,EMP0151,487719.18,invoice,just_under_threshold
105585,2025-01-24,6700,Repairs & Maintenance,Westfield Catering Services,EMP0139,60029.21,invoice,none
114223,2024-04-03,7100,Equipment Purchases (Capex),Orion Equipment Rentals,EMP0133,2000000.0,invoice,round_number
103703,2024-05-13,7100,Equipment Purchases (Capex),Falcon Stationery Mart,EMP0103,2980.54,invoice,none
110636,2024-07-15,6100,Travel & Conveyance,Om Facilities Management,EMP0134,8609.62,invoice,none
109816,2024-04-30,6700,Repairs & Maintenance,Union Print & Design Studio,EMP0109,43050.25,invoice,none
102901,2024-09-27,7200,Rent & Facilities,Orion Equipment Rentals,EMP0156,7953.44,invoice,none
114727,2024-07-08,6400,IT & Software Licenses,Northstar Power & Utilities,EMP0149,6729.24,invoice,duplicate_invoice
114895,2024-04-03,6500,Marketing & Advertising,Silverline Facility Services,EMP0125,14045.07,invoice,duplicate_invoice
102035,2024-07-10,7100,Equipment Purchases (Capex),Bharat Freight Carriers,EMP0150,8223.3,invoice,none
110765,2025-01-13,6200,Office Supplies & Stationery,Titan Hardware Suppliers,EMP0147,4196.93,invoice,none
106238,2024-09-19,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0116,2480.29,invoice,none
113382,2025-02-11,6500,Marketing & Advertising,Yellowstone Cleaning Services,EMP0160,9350.88,invoice,none
101218,2024-07-15,6300,Professional & Legal Fees,Yellowstone Cleaning Services,EMP0101,12608.5,invoice,none
110611,2024-08-30,7100,Equipment Purchases (Capex),Westfield Catering Services,EMP0119,12480.52,invoice,none
114847,2025-03-25,6600,Electricity & Utilities,Shree Balaji Logistics Pvt Ltd,EMP0127,5728.45,invoice,duplicate_invoice
112811,2024-07-05,6400,IT & Software Licenses,Horizon Marketing Solutions,EMP0110,11011.38,invoice,none
104964,2024-09-23,6600,Electricity & Utilities,Northstar Power & Utilities,EMP0105,21615.95,invoice,none
108810,2024-06-19,6200,Office Supplies & Stationery,Lumen Software Systems India,EMP0105,12146.06,invoice,none
102792,2024-08-23,6100,Travel & Conveyance,Bharat Freight Carriers,EMP0110,26495.81,invoice,none
112571,2025-01-02,6800,Consulting Services,Evergreen IT Solutions Pvt Ltd,EMP0149,2278.4,invoice,none
100178,2024-12-26,6800,Consulting Services,Shree Balaji Logistics Pvt Ltd,EMP0152,29295.88,invoice,none
101576,2025-02-17,7200,Rent & Facilities,Om Facilities Management,EMP0117,18356.19,invoice,none
110716,2024-06-10,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0134,9561.23,invoice,none
107741,2024-11-17,6100,Travel & Conveyance,Bharat Freight Carriers,EMP0139,1409.66,invoice,none
100458,2024-04-19,6100,Travel & Conveyance,Falcon Stationery Mart,EMP0132,43722.92,invoice,none
107703,2024-12-27,6100,Travel & Conveyance,Crescent Office Supplies,EMP0151,25679.19,invoice,none
107251,2025-03-14,6800,Consulting Services,Ironclad Security Systems,EMP0137,8576.43,invoice,none
109046,2024-04-12,7100,Equipment Purchases (Capex),Radiance Advertising Group,EMP0120,14731.27,invoice,none
101984,2024-04-03,7100,Equipment Purchases (Capex),Ironclad Security Systems,EMP0109,22420.13,invoice,none
100064,2024-05-22,7100,Equipment Purchases (Capex),Crescent Office Supplies,EMP0144,17172.27,invoice,none
110559,2024-06-19,6400,IT & Software Licenses,Falcon Stationery Mart,EMP0107,23058.37,invoice,none
112067,2025-02-21,6100,Travel & Conveyance,Horizon Marketing Solutions,EMP0140,5449.63,invoice,none
104557,2024-07-10,6100,Travel & Conveyance,Nexgen Consulting LLP,EMP0115,12344.84,invoice,none
112097,2024-05-08,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0151,23038.18,invoice,none
101958,2024-06-05,6300,Professional & Legal Fees,Sundaram Professional Services,EMP0107,28383.23,invoice,none
107262,2024-07-03,6100,Travel & Conveyance,Ironclad Security Systems,EMP0141,17486.09,invoice,none
103981,2024-04-24,6700,Repairs & Maintenance,Shree Balaji Logistics Pvt Ltd,EMP0151,4274.39,invoice,none
115117,2024-04-26,7100,Equipment Purchases (Capex),Falcon Stationery Mart,EMP0118,76133.7,invoice,benford_break
106587,2025-01-07,7200,Rent & Facilities,Radiance Advertising Group,EMP0142,20060.12,invoice,none
111689,2024-08-16,6500,Marketing & Advertising,Yellowstone Cleaning Services,EMP0131,4061.16,invoice,none
108886,2025-01-15,6700,Repairs & Maintenance,Lumen Software Systems India,EMP0158,53167.62,invoice,none
103480,2024-12-03,6600,Electricity & Utilities,Nexgen Consulting LLP,EMP0129,51798.74,invoice,none
107766,2024-12-13,6100,Travel & Conveyance,Westfield Catering Services,EMP0147,6373.24,invoice,none
107476,2024-05-01,6500,Marketing & Advertising,Bharat Freight Carriers,EMP0158,34864.87,invoice,none
114074,2025-01-22,6100,Travel & Conveyance,Westfield Catering Services,EMP0112,500000.0,invoice,round_number
112837,2024-04-23,6100,Travel & Conveyance,Titan Hardware Suppliers,EMP0145,18954.86,invoice,none
104960,2024-06-24,6400,IT & Software Licenses,Westfield Catering Services,EMP0113,4696.77,invoice,none
104106,2024-04-01,6800,Consulting Services,Sundaram Professional Services,EMP0156,42747.33,invoice,none
105126,2024-08-09,6800,Consulting Services,Yellowstone Cleaning Services,EMP0137,15899.49,invoice,none
114577,2024-05-04,7200,Rent & Facilities,Northstar Power & Utilities,EMP0104,15981.72,invoice,weekend_posting
109059,2024-06-21,6400,IT & Software Licenses,Crescent Office Supplies,EMP0110,26074.18,invoice,none
111700,2024-08-26,6200,Office Supplies & Stationery,Crescent Office Supplies,EMP0130,60498.25,invoice,none
107147,2024-10-28,6600,Electricity & Utilities,Orion Equipment Rentals,EMP0146,7020.55,invoice,none
104773,2025-03-19,6100,Travel & Conveyance,Westfield Catering Services,EMP0128,907.36,invoice,none
105225,2024-07-17,6800,Consulting Services,Nexgen Consulting LLP,EMP0151,24727.52,invoice,none
111671,2024-04-22,6400,IT & Software Licenses,Quantum Data Services Pvt Ltd,EMP0131,6605.31,invoice,none
109618,2024-07-16,6300,Professional & Legal Fees,Northstar Power & Utilities,EMP0152,11380.02,invoice,none
103324,2024-07-19,6500,Marketing & Advertising,Keystone Repairs & Services,EMP0111,5356.9,invoice,none
100796,2024-05-17,6400,IT & Software Licenses,Crescent Office Supplies,EMP0143,11755.85,invoice,none
107585,2024-09-23,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0108,30642.71,invoice,none
103185,2024-11-13,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0151,10222.42,invoice,none
112796,2024-12-18,6300,Professional & Legal Fees,Horizon Marketing Solutions,EMP0101,4225.02,invoice,none
103861,2024-10-01,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0132,35852.15,invoice,none
107250,2024-07-26,6200,Office Supplies & Stationery,Shree Balaji Logistics Pvt Ltd,EMP0158,34223.06,invoice,none
114927,2024-10-18,6300,Professional & Legal Fees,Pinecrest Travel & Tours,EMP0115,6250.18,invoice,duplicate_invoice
100634,2024-10-07,6500,Marketing & Advertising,Crescent Office Supplies,EMP0120,44048.43,invoice,none
100564,2024-07-15,6600,Electricity & Utilities,Ironclad Security Systems,EMP0101,13210.72,invoice,none
105387,2024-11-27,7100,Equipment Purchases (Capex),Bharat Freight Carriers,EMP0114,44763.01,invoice,none
111457,2024-06-28,6400,IT & Software Licenses,Titan Hardware Suppliers,EMP0152,12629.52,invoice,none
104177,2025-02-04,6700,Repairs & Maintenance,Bharat Freight Carriers,EMP0154,4490.94,invoice,none
103209,2024-12-10,6500,Marketing & Advertising,Quantum Data Services Pvt Ltd,EMP0122,58041.93,invoice,none
107999,2024-12-18,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0124,10629.02,invoice,none
108622,2025-01-16,6400,IT & Software Licenses,Keystone Repairs & Services,EMP0147,54484.01,invoice,none
104462,2025-02-26,6300,Professional & Legal Fees,Union Print & Design Studio,EMP0139,3690.2,invoice,none
111043,2025-01-30,6200,Office Supplies & Stationery,Crescent Office Supplies,EMP0141,14650.8,invoice,none
112321,2024-11-18,6100,Travel & Conveyance,Titan Hardware Suppliers,EMP0148,38097.35,invoice,none
110580,2024-10-08,6100,Travel & Conveyance,Orion Equipment Rentals,EMP0127,27397.98,invoice,none
108659,2024-06-06,6100,Travel & Conveyance,Sundaram Professional Services,EMP0111,6903.76,invoice,none
112008,2024-08-13,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0108,3992.67,invoice,none
114069,2024-10-21,7100,Equipment Purchases (Capex),Radiance Advertising Group,EMP0106,2500000.0,invoice,round_number
108824,2024-12-19,6200,Office Supplies & Stationery,Radiance Advertising Group,EMP0101,22861.34,invoice,none
111899,2025-02-18,6400,IT & Software Licenses,Northstar Power & Utilities,EMP0143,9869.11,invoice,none
105303,2024-10-23,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0123,30331.03,invoice,none
108993,2024-11-08,6300,Professional & Legal Fees,Silverline Facility Services,EMP0154,9349.24,invoice,none
110164,2024-06-18,6500,Marketing & Advertising,Zenith Professional Consultants,EMP0122,28707.6,invoice,none
112465,2024-05-13,7200,Rent & Facilities,Titan Hardware Suppliers,EMP0137,178669.13,invoice,none
103468,2024-09-13,6200,Office Supplies & Stationery,Westfield Catering Services,EMP0104,11064.8,invoice,none
103546,2024-11-19,6800,Consulting Services,Bharat Freight Carriers,EMP0145,12376.48,invoice,none
106351,2024-12-02,6400,IT & Software Licenses,Evergreen IT Solutions Pvt Ltd,EMP0144,17827.84,invoice,none
104339,2024-08-06,6800,Consulting Services,Shree Balaji Logistics Pvt Ltd,EMP0140,2201.79,invoice,none
102684,2025-03-12,6800,Consulting Services,Silverline Facility Services,EMP0124,1830.76,invoice,none
111302,2024-09-13,7200,Rent & Facilities,Nexgen Consulting LLP,EMP0144,2950.72,invoice,none
103600,2024-04-26,6100,Travel & Conveyance,Union Print & Design Studio,EMP0136,7076.7,invoice,none
112031,2024-12-27,6700,Repairs & Maintenance,Pinecrest Travel & Tours,EMP0150,5247.72,invoice,none
101531,2024-12-24,6300,Professional & Legal Fees,Vertex Engineering Co Pvt Ltd,EMP0110,12285.58,invoice,none
105029,2025-02-04,6500,Marketing & Advertising,Westfield Catering Services,EMP0114,17251.23,invoice,none
112275,2025-02-26,6300,Professional & Legal Fees,Om Facilities Management,EMP0106,5220.99,invoice,none
112373,2024-06-05,7200,Rent & Facilities,Falcon Stationery Mart,EMP0102,8566.64,invoice,none
100408,2025-03-21,6100,Travel & Conveyance,Meridian Consulting Partners,EMP0131,2893.57,invoice,none
104190,2024-10-25,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0109,13399.13,invoice,none
103300,2025-01-22,6200,Office Supplies & Stationery,Radiance Advertising Group,EMP0110,52438.56,invoice,none
110624,2025-02-11,7200,Rent & Facilities,Horizon Marketing Solutions,EMP0134,1671.09,invoice,none
113653,2025-01-06,6700,Repairs & Maintenance,Shree Balaji Logistics Pvt Ltd,EMP0140,32128.07,invoice,none
106096,2024-12-26,7200,Rent & Facilities,Ironclad Security Systems,EMP0101,37250.33,invoice,none
113255,2024-11-25,7200,Rent & Facilities,Evergreen IT Solutions Pvt Ltd,EMP0106,18281.88,invoice,none
112279,2025-02-20,6100,Travel & Conveyance,Horizon Marketing Solutions,EMP0145,12875.49,invoice,none
106126,2024-06-25,6100,Travel & Conveyance,Ironclad Security Systems,EMP0114,21128.79,invoice,none
106483,2024-10-14,6600,Electricity & Utilities,Westfield Catering Services,EMP0127,14841.84,invoice,none
106179,2024-04-11,6100,Travel & Conveyance,Westfield Catering Services,EMP0129,8432.62,invoice,none
103860,2024-06-11,6200,Office Supplies & Stationery,Radiance Advertising Group,EMP0151,125483.0,invoice,none
108294,2024-08-26,7200,Rent & Facilities,Zenith Professional Consultants,EMP0129,35452.65,invoice,none
112014,2024-05-31,7200,Rent & Facilities,Crescent Office Supplies,EMP0130,13796.54,invoice,none
106619,2024-11-20,6100,Travel & Conveyance,Om Facilities Management,EMP0109,13736.54,invoice,none
106416,2024-11-19,6300,Professional & Legal Fees,Radiance Advertising Group,EMP0150,1556.58,invoice,none
113142,2024-04-24,7100,Equipment Purchases (Capex),Yellowstone Cleaning Services,EMP0129,19761.66,invoice,none
112502,2024-11-19,6300,Professional & Legal Fees,Om Facilities Management,EMP0133,13259.51,invoice,none
101386,2024-07-25,6300,Professional & Legal Fees,Om Facilities Management,EMP0111,16413.45,invoice,none
104851,2024-06-27,7200,Rent & Facilities,Nexgen Consulting LLP,EMP0144,63252.14,invoice,none
100684,2024-06-10,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0125,11582.96,invoice,none
105999,2024-04-30,6700,Repairs & Maintenance,Shree Balaji Logistics Pvt Ltd,EMP0145,4184.25,invoice,none
101079,2024-06-19,6800,Consulting Services,Keystone Repairs & Services,EMP0130,4608.98,invoice,none
109573,2024-09-05,6700,Repairs & Maintenance,Horizon Marketing Solutions,EMP0114,4968.57,invoice,none
102013,2024-12-18,6500,Marketing & Advertising,Silverline Facility Services,EMP0110,41550.97,invoice,none
114706,2024-10-24,6800,Consulting Services,Silverline Facility Services,EMP0154,7859.9,invoice,duplicate_invoice
105689,2024-12-05,7100,Equipment Purchases (Capex),Nexgen Consulting LLP,EMP0154,12776.19,invoice,none
110355,2025-02-12,6800,Consulting Services,Bharat Freight Carriers,EMP0150,11373.07,invoice,none
108411,2025-02-25,6500,Marketing & Advertising,Ironclad Security Systems,EMP0125,20693.17,invoice,none
105750,2024-10-10,6600,Electricity & Utilities,Silverline Facility Services,EMP0130,8277.9,invoice,none
106897,2024-04-22,6100,Travel & Conveyance,Northstar Power & Utilities,EMP0134,3505.52,invoice,none
108141,2024-08-06,6500,Marketing & Advertising,Titan Hardware Suppliers,EMP0124,14860.75,invoice,none
114966,2025-03-13,7200,Rent & Facilities,Northstar Power & Utilities,EMP0136,92885.7,invoice,benford_break
100748,2024-07-31,6200,Office Supplies & Stationery,Zenith Professional Consultants,EMP0114,7012.78,invoice,none
102519,2024-08-19,7200,Rent & Facilities,Lumen Software Systems India,EMP0106,7095.81,invoice,none
105647,2025-02-03,6700,Repairs & Maintenance,Nexgen Consulting LLP,EMP0121,28143.1,invoice,none
114120,2025-03-07,6200,Office Supplies & Stationery,Keystone Repairs & Services,EMP0123,2000000.0,invoice,round_number
107969,2024-05-24,6200,Office Supplies & Stationery,Crescent Office Supplies,EMP0144,8482.3,invoice,none
107041,2024-09-05,6600,Electricity & Utilities,Nexgen Consulting LLP,EMP0108,63562.88,invoice,none
100591,2024-04-25,6200,Office Supplies & Stationery,Titan Hardware Suppliers,EMP0143,1828.12,invoice,none
110044,2024-10-17,6600,Electricity & Utilities,Bharat Freight Carriers,EMP0137,14797.79,invoice,none
110975,2025-02-19,7100,Equipment Purchases (Capex),Zenith Professional Consultants,EMP0153,66688.88,invoice,none
109826,2024-06-28,7200,Rent & Facilities,Lumen Software Systems India,EMP0146,3123.64,invoice,none
104088,2024-07-22,6700,Repairs & Maintenance,Vertex Engineering Co Pvt Ltd,EMP0137,6024.03,invoice,none
108777,2024-10-31,6800,Consulting Services,Orion Equipment Rentals,EMP0101,4089.2,invoice,none
101492,2024-11-22,6400,IT & Software Licenses,Zenith Professional Consultants,EMP0130,5483.68,invoice,none
106373,2025-01-22,6200,Office Supplies & Stationery,Westfield Catering Services,EMP0134,2519.89,invoice,none
102865,2024-11-19,6500,Marketing & Advertising,Union Print & Design Studio,EMP0160,2217.71,invoice,none
105365,2024-10-28,6300,Professional & Legal Fees,Northstar Power & Utilities,EMP0109,7113.57,invoice,none
112903,2024-10-25,6600,Electricity & Utilities,Ironclad Security Systems,EMP0138,12073.92,invoice,none
105145,2025-02-28,6300,Professional & Legal Fees,Shree Balaji Logistics Pvt Ltd,EMP0106,16275.93,invoice,none
107051,2024-08-15,6200,Office Supplies & Stationery,Orion Equipment Rentals,EMP0157,8016.47,invoice,none
111729,2025-03-17,6200,Office Supplies & Stationery,Pinecrest Travel & Tours,EMP0151,11724.68,invoice,none
111455,2024-04-30,6700,Repairs & Maintenance,Bharat Freight Carriers,EMP0153,28751.29,invoice,none
102302,2024-04-01,6500,Marketing & Advertising,Nexgen Consulting LLP,EMP0117,52674.33,invoice,none
105928,2024-10-15,6300,Professional & Legal Fees,Sundaram Professional Services,EMP0125,14055.89,invoice,none
106195,2025-01-01,6400,IT & Software Licenses,Yellowstone Cleaning Services,EMP0149,17935.44,invoice,none
109129,2025-01-08,6300,Professional & Legal Fees,Titan Hardware Suppliers,EMP0101,9995.24,invoice,none
103878,2025-01-28,6200,Office Supplies & Stationery,Titan Hardware Suppliers,EMP0158,12877.23,invoice,none
100474,2024-08-30,7100,Equipment Purchases (Capex),Vertex Engineering Co Pvt Ltd,EMP0124,7418.32,invoice,none
102338,2024-06-05,7100,Equipment Purchases (Capex),Yellowstone Cleaning Services,EMP0152,33537.91,invoice,none
101399,2024-08-29,7100,Equipment Purchases (Capex),Horizon Marketing Solutions,EMP0150,10982.81,invoice,none
110077,2024-11-28,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0101,5900.89,invoice,none
105091,2024-06-14,6700,Repairs & Maintenance,Om Facilities Management,EMP0116,13480.73,invoice,none
107653,2024-09-02,6200,Office Supplies & Stationery,Pinecrest Travel & Tours,EMP0149,15393.77,invoice,none
104203,2024-12-10,6600,Electricity & Utilities,Silverline Facility Services,EMP0156,8211.83,invoice,none
113218,2024-12-13,6200,Office Supplies & Stationery,Nexgen Consulting LLP,EMP0151,6163.29,invoice,none
113112,2025-01-02,7200,Rent & Facilities,Nexgen Consulting LLP,EMP0111,6809.35,invoice,none
113081,2024-10-03,6500,Marketing & Advertising,Shree Balaji Logistics Pvt Ltd,EMP0114,53936.36,invoice,none
102969,2025-03-28,6200,Office Supplies & Stationery,Lumen Software Systems India,EMP0137,1020.77,invoice,none
111898,2024-12-26,6600,Electricity & Utilities,Titan Hardware Suppliers,EMP0128,111454.39,invoice,none
110478,2024-10-03,6100,Travel & Conveyance,Meridian Consulting Partners,EMP0132,41431.37,invoice,none
104329,2024-04-23,6300,Professional & Legal Fees,Quantum Data Services Pvt Ltd,EMP0158,1116.91,invoice,none
113335,2024-08-08,6400,IT & Software Licenses,Titan Hardware Suppliers,EMP0155,10252.83,invoice,none
109072,2024-10-01,6400,IT & Software Licenses,Westfield Catering Services,EMP0158,4304.56,invoice,none
102555,2025-01-07,7200,Rent & Facilities,Nexgen Consulting LLP,EMP0130,19839.62,invoice,none
108774,2024-07-09,6600,Electricity & Utilities,Nexgen Consulting LLP,EMP0129,4205.9,invoice,none
107713,2024-08-07,7100,Equipment Purchases (Capex),Meridian Consulting Partners,EMP0143,911.61,invoice,none
112195,2024-08-26,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0160,12390.53,invoice,none
100587,2025-01-01,6300,Professional & Legal Fees,Falcon Stationery Mart,EMP0118,41136.37,invoice,none
110581,2024-07-04,6600,Electricity & Utilities,Westfield Catering Services,EMP0115,4182.75,invoice,none
115060,2024-10-21,6800,Consulting Services,Ironclad Security Systems,EMP0115,92614.9,invoice,benford_break
101740,2024-09-25,6600,Electricity & Utilities,Ironclad Security Systems,EMP0143,710.8,invoice,none
115137,2024-08-15,6800,Consulting Services,Silverline Facility Services,EMP0106,88497.1,invoice,benford_break
111571,2024-04-04,6700,Repairs & Maintenance,Silverline Facility Services,EMP0146,8515.24,invoice,none
111290,2024-09-18,6600,Electricity & Utilities,Silverline Facility Services,EMP0138,15268.65,invoice,none
107364,2024-06-25,7200,Rent & Facilities,Crescent Office Supplies,EMP0122,17636.4,invoice,none
103222,2025-03-28,7200,Rent & Facilities,Sundaram Professional Services,EMP0159,4547.04,invoice,none
110706,2024-07-17,6500,Marketing & Advertising,Vertex Engineering Co Pvt Ltd,EMP0159,8745.35,invoice,none
102343,2024-07-12,6700,Repairs & Maintenance,Quantum Data Services Pvt Ltd,EMP0148,8359.12,invoice,none
104289,2024-09-12,6400,IT & Software Licenses,Zenith Professional Consultants,EMP0140,7146.38,invoice,none
115213,2024-08-21,6300,Professional & Legal Fees,Nexgen Consulting LLP,EMP0153,70722.4,invoice,benford_break
104150,2024-08-28,6300,Professional & Legal Fees,Shree Balaji Logistics Pvt Ltd,EMP0141,35363.19,invoice,none
114202,2024-05-10,6100,Travel & Conveyance,Westfield Catering Services,EMP0157,2500000.0,invoice,round_number
110671,2025-01-07,6300,Professional & Legal Fees,Union Print & Design Studio,EMP0104,7007.23,invoice,none
108448,2024-04-17,6600,Electricity & Utilities,Pinecrest Travel & Tours,EMP0102,9042.26,invoice,none
109665,2024-11-22,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0156,11718.63,invoice,none
106187,2024-10-08,6200,Office Supplies & Stationery,Om Facilities Management,EMP0125,5533.66,invoice,none
114994,2025-01-07,6100,Travel & Conveyance,Yellowstone Cleaning Services,EMP0150,81732.4,invoice,benford_break
110417,2024-04-03,6300,Professional & Legal Fees,Om Facilities Management,EMP0148,12397.87,invoice,none
107692,2024-09-20,6100,Travel & Conveyance,Titan Hardware Suppliers,EMP0152,5264.19,invoice,none
110855,2024-09-20,6300,Professional & Legal Fees,Falcon Stationery Mart,EMP0155,7177.71,invoice,none
102537,2025-02-26,6300,Professional & Legal Fees,Horizon Marketing Solutions,EMP0149,5172.25,invoice,none
